porosity,hydraulic_conductivity,transmissivity,specific_yield,storage_coefficient,dtw_decadal_avg,thickness,transmissivity_to_porosity_ratio,distance_to_nearest_isr_km,nearest_isr_injection_rate,well_depth,month,year,vulnerability_proxy,aquifer_type,season,__target_tds__,__target_class__,__sample_id__,__well_id__,__sampled_at__,__synthetic__
,,,,,,,,,,47.53928219460944,6,2023,0.00021276595092802189,unknown,monsoon,1000.0,marginal,e4de7bcc-8724-4a55-8cda-cda0b2bcc444,daed3608-0c5c-43b2-9f7c-5a90a2b02078,2023-06-06,True
,,,,,,,,,,32.202721757834254,6,2023,0.00021276595092802189,unknown,monsoon,500.0,safe,9a635e63-647f-48e9-ae7a-2c035ef2f92a,648afa57-b7de-4aa7-bca6-e3a94e00b652,2023-06-07,True
,,,,,,,,,,65.37826904868949,6,2023,0.00021276595092802189,unknown,monsoon,500.0,safe,4a5d3490-f026-4fe3-ac29-88a93b677f0d,0496f12c-6015-4b08-bffb-0e74b01e076e,2023-06-07,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,67.13206806996834,6,2023,0.00021276595092802189,basement_gneissic_complex,monsoon,952.4194239841312,marginal,a395c751-371c-4466-a14b-de629e963452,c5dc8fff-3395-4801-aa4d-5e316daa9fed,2023-06-14,True
,,,,,,,,,,55.77627340750844,6,2023,0.00021276595092802189,unknown,monsoon,1697.323651288783,unsafe,ad094361-f323-40f0-aa0d-56e63b68f34b,d6cf5902-872e-4a60-8294-0f37814d0e1f,2023-06-21,True
0.04,0.08,42.0,1.5,,7.5,-82.5,1049.9737506562335,,,85.05333737743736,6,2023,0.00047619045532879895,schist,monsoon,532.892867086139,marginal,71c4e3cc-b6cd-466e-ad39-8393cdde1e27,57f43784-a3ab-4570-9f73-e4b5e41a7ea9,2023-06-25,True
,,,,,,,,,,108.05336673962746,6,2023,0.00021276595092802189,unknown,monsoon,960.4580034859324,marginal,545d9502-666a-4862-b7bc-c95e188112e9,7110913b-77b7-43c8-8d81-432d09359a34,2023-06-25,True
,,,,,,,,,,47.53928219460944,6,2023,0.00021276595092802189,unknown,monsoon,500.0,safe,080198a8-699b-4d45-a3df-b2421ce8cbe8,daed3608-0c5c-43b2-9f7c-5a90a2b02078,2023-06-25,True
0.2,0.5,-100.0,3.0,,-2.5,240.0,-499.9975000124999,,,85.20924412372187,6,2023,-0.00019999999800000007,sandstone,monsoon,1000.0,marginal,e70dc087-7f71-446a-b597-59063ff87105,f6011e96-4218-4546-8dca-c96c60423e27,2023-06-28,True
0.08,0.3,101.0,-0.5,,-2.5,127.5,1262.4842189472631,,,82.1254670540126,6,2023,0.00019801979605921005,basalt,monsoon,407.55,marginal,772e9f98-8394-41be-96b6-4f263526a1e6,11160c85-4116-4c83-8aad-49079aa7d43c,2023-06-30,True
0.02,0.02,-60.0,-0.75,,7.5,-17.5,-2999.850007499625,,,49.82900772298313,7,2023,-0.0003333333322222224,quartzite,monsoon,235.3,safe,90254081-3660-4a0f-b50a-291ddeb3f083,40815bc3-b3bf-42b7-88cc-ff751200abe1,2023-07-04,True
,,,,,,,,,,53.3333190870368,7,2023,0.00021276595092802189,unknown,monsoon,362.05,safe,20072713-a138-4525-95f3-6adcd91b0b29,4cfee976-d0d6-4999-95e5-4b55243b6766,2023-07-05,True
,,,,,,,,,,79.05452840443213,7,2023,0.00021276595092802189,unknown,monsoon,126.75,safe,dad52032-1cf8-4c2d-b9ec-56dc9b7f37d2,35e9043b-68bd-4cf2-9df9-878a0773917f,2023-07-07,True
0.04,0.1,-19.5,5.0,,-2.5,102.5,-487.48781280467983,,,42.17550132909616,7,2023,-0.001025641057725183,gneiss,monsoon,201.5,safe,3da6afc0-7be3-4f5a-b956-b4534da7b655,f9fc23ed-5645-45b7-9493-a53be55867ac,2023-07-07,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,40.80745401750757,7,2023,0.00021276595092802189,basement_gneissic_complex,monsoon,1225.25,unsafe,74d08f5f-71f1-44eb-b5b5-e85282235c69,d979a20c-f333-4d18-bbe8-2ee5593070f7,2023-07-09,True
,,,,,,,,,,8.18038730422954,7,2023,0.00021276595092802189,unknown,monsoon,1151.15,unsafe,954a0f32-ef59-4b9f-a7b4-1bc071590e94,f06aee42-9f30-4245-8f72-2074743ef54f,2023-07-09,True
0.04,0.1,-19.5,5.0,,-2.5,102.5,-487.48781280467983,,,29.53262756377375,7,2023,-0.001025641057725183,gneiss,monsoon,553.4178650355536,marginal,a44dcbe7-89a4-48d3-9e31-e2e474da796a,e1d26396-c679-44f3-ba30-b90b44e83050,2023-07-10,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,70.70613177448529,7,2023,0.00021276595092802189,basement_gneissic_complex,monsoon,1000.0,marginal,746e85ae-0f6d-4f70-b258-3dfd44db7a36,f751f8dc-deec-44ba-bce6-ff62841fe2c3,2023-07-11,True
,,,,,,,,,,66.59990051915295,7,2023,0.00021276595092802189,unknown,monsoon,131.3,safe,91d8625c-dc40-4c41-b06d-346904fa7742,8c390bb5-891f-4864-8818-105b845a14b9,2023-07-16,True
0.04,0.08,42.0,1.5,,7.5,-82.5,1049.9737506562335,,,119.9019267507536,7,2023,0.00047619045532879895,schist,monsoon,1569.259807664359,unsafe,198a1dd0-2134-4768-a2b3-f80137188784,6f6815ac-564b-4c4e-aa04-a48d265fc57a,2023-07-16,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,48.65512337881831,7,2023,0.00021276595092802189,basement_gneissic_complex,monsoon,612.95,marginal,190c9021-7dff-4b63-9df4-71a6b522c074,891ef6ea-c585-413b-b4fd-5e042e36f12c,2023-07-18,True
0.3,5.0,295.0,8.0,,-2.5,-95.0,983.3300555664815,,,49.31208086815722,7,2023,6.779660858374034e-05,alluvium,monsoon,141.05,safe,03fbed35-d692-4984-a0d4-0b9474ad8a3e,cc5cad1d-6289-4548-aad2-52dcc770220e,2023-07-18,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,147.41587398021989,7,2023,0.00021276595092802189,basement_gneissic_complex,monsoon,974.537772928812,unsafe,73a745a3-4762-4e8a-b301-eb809bb4b0be,64e9a879-ec21-4e90-836f-f1ab6897d20e,2023-07-22,True
,,,,,,,,,,108.05336673962746,7,2023,0.00021276595092802189,unknown,monsoon,839.15,marginal,a61da030-e8d7-40b1-aad4-a5703f7bdd23,7110913b-77b7-43c8-8d81-432d09359a34,2023-07-25,True
0.2,0.5,-100.0,3.0,,-2.5,240.0,-499.9975000124999,,,85.14379703683143,7,2023,-0.00019999999800000007,sandstone,monsoon,1332.3143570473069,unsafe,742902e9-fc2e-4c8c-9227-6153d1c30e1d,014abaa9-0132-4461-ab41-a426d692213f,2023-07-26,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,40.80745401750757,7,2023,0.00021276595092802189,basement_gneissic_complex,monsoon,1724.4149943683674,unsafe,c71a0a86-e08d-40db-82e4-59bc0e2ae9a9,d979a20c-f333-4d18-bbe8-2ee5593070f7,2023-07-26,True
,,,,,,,,,,53.3333190870368,7,2023,0.00021276595092802189,unknown,monsoon,280.15000000000003,safe,69a2ca5b-0803-4074-99ac-56b6dacbb0e4,4cfee976-d0d6-4999-95e5-4b55243b6766,2023-07-30,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,69.40541542350586,8,2023,0.00021276595092802189,basement_gneissic_complex,monsoon,695.8830654279161,marginal,1de2de94-8380-444b-801c-43cf5e46c88e,3691e73e-b97a-4e8f-8a84-c2b863d2cf99,2023-08-01,True
0.04,0.08,42.0,1.5,,7.5,-82.5,1049.9737506562335,,,85.05333737743736,8,2023,0.00047619045532879895,schist,monsoon,1000.0,marginal,f14e07e4-ae55-4674-b653-a7ab2247db55,57f43784-a3ab-4570-9f73-e4b5e41a7ea9,2023-08-03,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,69.40541542350586,8,2023,0.00021276595092802189,basement_gneissic_complex,monsoon,341.25,safe,c53b2fc4-840e-47f1-a311-c46a81149dab,3691e73e-b97a-4e8f-8a84-c2b863d2cf99,2023-08-04,True
0.04,0.08,42.0,1.5,,7.5,-82.5,1049.9737506562335,,,119.9019267507536,8,2023,0.00047619045532879895,schist,monsoon,739.2550249535382,marginal,b5f50bb3-1d45-4b95-89a6-9ad16bbbcce6,6f6815ac-564b-4c4e-aa04-a48d265fc57a,2023-08-04,True
0.04,0.08,42.0,1.5,,7.5,-82.5,1049.9737506562335,,,18.699415573310738,8,2023,0.00047619045532879895,schist,monsoon,1000.0,marginal,d1a0c1e6-814e-4747-b57e-e6950c9f3acf,3ba5a000-bf7f-4630-a509-ccaa3157c105,2023-08-05,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,69.40541542350586,8,2023,0.00021276595092802189,basement_gneissic_complex,monsoon,500.0,safe,05bab09e-52af-4897-89bf-c3c8d5c1b1fd,3691e73e-b97a-4e8f-8a84-c2b863d2cf99,2023-08-07,True
,,,,,,,,,,32.83562833919818,8,2023,0.00021276595092802189,unknown,monsoon,553.15,marginal,b32b3bb7-2187-4a16-a51c-edfb62ead25b,6d1b25a8-250d-40a3-9dd4-5237b6f50249,2023-08-12,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,60.655564365703285,8,2023,0.00021276595092802189,basement_gneissic_complex,monsoon,1643.5051299762886,unsafe,74450dc6-5b60-447a-93d3-8b4c54873848,dc8d8cf3-fa1e-428b-9670-b0263fdd6d4f,2023-08-12,True
0.04,0.08,42.0,1.5,,7.5,-82.5,1049.9737506562335,,,41.63709602820576,8,2023,0.00047619045532879895,schist,monsoon,228.15,safe,a9cc9349-a4b2-4224-94ca-75f1235e2461,a001fa42-2c20-409f-80b2-fb9f611716c2,2023-08-12,True
0.04,0.1,-19.5,5.0,,-2.5,102.5,-487.48781280467983,,,73.03270930637572,8,2023,-0.001025641057725183,gneiss,monsoon,1000.0,marginal,89ec0e67-e768-4013-8eb0-b3af7b20e0b7,30d869d0-7e96-4659-b910-759981d4db2e,2023-08-23,True
0.3,5.0,295.0,8.0,,-2.5,-95.0,983.3300555664815,,,49.31208086815722,8,2023,6.779660858374034e-05,alluvium,monsoon,605.8000000000001,marginal,29ed0bd4-f3eb-4e82-8345-2324cfc24cc7,cc5cad1d-6289-4548-aad2-52dcc770220e,2023-08-24,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,98.97684893358196,8,2023,0.00021276595092802189,basement_gneissic_complex,monsoon,1000.0,marginal,59dca8b6-e77a-40a1-9444-5e8e5d4adef2,c3b9a71c-8b09-4dad-a497-9db74f001ca9,2023-08-26,True
,,,,,,,,,,47.53928219460944,8,2023,0.00021276595092802189,unknown,monsoon,507.0,marginal,fbbcfa11-f2ca-4138-acba-0d1a10ff84a7,daed3608-0c5c-43b2-9f7c-5a90a2b02078,2023-08-26,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,60.655564365703285,8,2023,0.00021276595092802189,basement_gneissic_complex,monsoon,1051.5420741586572,unsafe,b22088b3-da10-4a8e-8ee1-2a0eb1af157e,dc8d8cf3-fa1e-428b-9670-b0263fdd6d4f,2023-08-30,True
,,,,,,,,,,8.18038730422954,8,2023,0.00021276595092802189,unknown,monsoon,500.160343288148,marginal,bec15a2f-9903-465b-b8ad-aa873fa35d9a,f06aee42-9f30-4245-8f72-2074743ef54f,2023-08-31,True
,,,,,,,,,,79.05452840443213,8,2023,0.00021276595092802189,unknown,monsoon,1057.9867606202945,unsafe,fd1d33a3-e48d-48be-b34b-d4c5b595001d,35e9043b-68bd-4cf2-9df9-878a0773917f,2023-08-31,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,35.61176714069022,9,2023,0.00021276595092802189,basement_gneissic_complex,monsoon,1294.3415663596263,unsafe,3b1514f6-53f2-4284-a31a-17bdcfef93e3,a8dc8688-a75a-4ac0-abf3-439b7d369211,2023-09-02,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,48.65512337881831,9,2023,0.00021276595092802189,basement_gneissic_complex,monsoon,934.897884636982,marginal,c4d7f462-8ed3-49d4-931c-52fc773752a4,891ef6ea-c585-413b-b4fd-5e042e36f12c,2023-09-03,True
0.2,0.5,-100.0,3.0,,-2.5,240.0,-499.9975000124999,,,85.20924412372187,9,2023,-0.00019999999800000007,sandstone,monsoon,1063.10472773368,unsafe,62964dc2-5958-4bac-a4e6-458298be367e,f6011e96-4218-4546-8dca-c96c60423e27,2023-09-04,True
0.3,5.0,295.0,8.0,,-2.5,-95.0,983.3300555664815,,,15.875811164920265,9,2023,6.779660858374034e-05,alluvium,monsoon,734.008642319535,marginal,d2c17af9-6136-4acf-93ee-9acae1314bbc,ac175bfd-9072-4dcd-8f9f-c85af4212370,2023-09-06,True
,,,,,,,,,,53.3333190870368,9,2023,0.00021276595092802189,unknown,monsoon,1000.0,marginal,1cc01057-593f-46df-851a-84bd26250733,4cfee976-d0d6-4999-95e5-4b55243b6766,2023-09-07,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,60.655564365703285,9,2023,0.00021276595092802189,basement_gneissic_complex,monsoon,491.4,safe,b4daa4e3-c4c9-400f-8a98-05ddf34712c6,dc8d8cf3-fa1e-428b-9670-b0263fdd6d4f,2023-09-08,True
0.08,0.3,101.0,-0.5,,-2.5,127.5,1262.4842189472631,,,82.1254670540126,9,2023,0.00019801979605921005,basalt,monsoon,594.8087398343717,marginal,b59b15f1-0e60-40ed-b55d-17af02cdc942,11160c85-4116-4c83-8aad-49079aa7d43c,2023-09-11,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,16.61826436834636,9,2023,0.00021276595092802189,basement_gneissic_complex,monsoon,236.6,safe,9336f82f-16fe-4300-93b3-8d7e1986e570,c2500876-fcbb-41d8-867c-cae559c70f9f,2023-09-12,True
,,,,,,,,,,31.499338352682564,9,2023,0.00021276595092802189,unknown,monsoon,658.45,marginal,9778aa78-f970-4360-8f5f-23aa096955c0,dcde4e48-9bfe-4482-b4a0-0bd15f8ba324,2023-09-16,True
,,,,,,,,,,8.18038730422954,9,2023,0.00021276595092802189,unknown,monsoon,1186.909028581665,unsafe,8838a150-2c18-48b1-a4c3-e14129613218,f06aee42-9f30-4245-8f72-2074743ef54f,2023-09-17,True
0.04,0.08,42.0,1.5,,7.5,-82.5,1049.9737506562335,,,18.699415573310738,9,2023,0.00047619045532879895,schist,monsoon,637.65,marginal,f4b29cd0-fd3e-4214-8960-ee5f4391fa0b,3ba5a000-bf7f-4630-a509-ccaa3157c105,2023-09-20,True
,,,,,,,,,,53.3333190870368,9,2023,0.00021276595092802189,unknown,monsoon,890.6333296532414,marginal,e72dc797-8c61-4d96-8f45-409055230818,4cfee976-d0d6-4999-95e5-4b55243b6766,2023-09-21,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,53.8368732639711,9,2023,0.00021276595092802189,basement_gneissic_complex,monsoon,640.640948412522,marginal,772e5b4f-5fff-4624-889a-98680d1b2e02,a2079208-6267-4e1d-b9af-8ac057a0362e,2023-09-24,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,35.61176714069022,9,2023,0.00021276595092802189,basement_gneissic_complex,monsoon,930.6529152967896,unsafe,339c08c2-fbbc-469a-b65a-3d103bd08996,a8dc8688-a75a-4ac0-abf3-439b7d369211,2023-09-28,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,67.13206806996834,9,2023,0.00021276595092802189,basement_gneissic_complex,monsoon,1050.5148955243503,unsafe,fe17005e-18ef-4748-b5f1-16e2b010dd2c,c5dc8fff-3395-4801-aa4d-5e316daa9fed,2023-09-30,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,40.80745401750757,10,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,903.0993524580426,marginal,cb080bb9-dcf6-4337-95e2-c28bdfaa4471,d979a20c-f333-4d18-bbe8-2ee5593070f7,2023-10-02,True
0.3,5.0,295.0,8.0,,-2.5,-95.0,983.3300555664815,,,29.29507522134405,10,2023,6.779660858374034e-05,alluvium,post_monsoon,353.6,safe,b02b8526-20ac-4cc2-84c5-b28df278aa82,3b9664bc-cdd3-4f31-b0a5-7a53c1df71a9,2023-10-03,True
,,,,,,,,,,47.53928219460944,10,2023,0.00021276595092802189,unknown,post_monsoon,1557.8363952047248,unsafe,2cca2657-b6d8-4757-a986-e9faa92518fe,daed3608-0c5c-43b2-9f7c-5a90a2b02078,2023-10-05,True
,,,,,,,,,,24.337108370314475,10,2023,0.00021276595092802189,unknown,post_monsoon,965.7031456831038,marginal,a15e2857-f1bf-492e-a861-1f74e36b68f6,0c18dc08-01a0-44a0-b715-bfaf770d177c,2023-10-06,True
0.3,5.0,295.0,8.0,,-2.5,-95.0,983.3300555664815,,,49.31208086815722,10,2023,6.779660858374034e-05,alluvium,post_monsoon,996.9792921764572,unsafe,ad300e9f-dc22-43a3-908d-7ffdf6559121,cc5cad1d-6289-4548-aad2-52dcc770220e,2023-10-06,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,103.89908673658684,10,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,491.4,safe,b9ea7321-ef19-453d-924e-4244939e1bda,c8bec346-cae7-4fce-83dd-6b113329d3e9,2023-10-07,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,103.89908673658684,10,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,881.662651431314,marginal,fa7c5388-c88f-417f-a2c4-d8327c0aa084,c8bec346-cae7-4fce-83dd-6b113329d3e9,2023-10-14,True
0.04,0.1,-19.5,5.0,,-2.5,102.5,-487.48781280467983,,,73.03270930637572,10,2023,-0.001025641057725183,gneiss,post_monsoon,1242.182942983327,unsafe,e5603c58-af68-4f3f-93f4-6c4f74481483,30d869d0-7e96-4659-b910-759981d4db2e,2023-10-14,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,40.80745401750757,10,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,1000.0,marginal,8dd159f9-1a4f-4c8c-853a-9c884bde25c6,d979a20c-f333-4d18-bbe8-2ee5593070f7,2023-10-14,True
,,,,,,,,,,32.83562833919818,10,2023,0.00021276595092802189,unknown,post_monsoon,1283.5053397035244,unsafe,ca8f26a1-aed2-4d72-af32-305e90a10bbb,6d1b25a8-250d-40a3-9dd4-5237b6f50249,2023-10-18,True
,,,,,,,,,,53.3333190870368,10,2023,0.00021276595092802189,unknown,post_monsoon,313.3,safe,d9ffd145-e473-4de0-931c-5d74ea113be1,4cfee976-d0d6-4999-95e5-4b55243b6766,2023-10-19,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,30.31385639904408,10,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,746.412433131136,marginal,591b03c3-a201-4fe4-98b5-f39abe5b4817,9c6a565a-7405-480b-9ebf-1b7ffeca1538,2023-10-20,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,98.97684893358196,10,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,522.6,marginal,716a13bf-d110-46b8-8812-66068979ea66,c3b9a71c-8b09-4dad-a497-9db74f001ca9,2023-10-21,True
,,,,,,,,,,72.43228299827989,10,2023,0.00021276595092802189,unknown,post_monsoon,899.1139174636999,marginal,4bfe5a3c-7225-4b49-a984-57356522778e,af00e720-4d60-406c-8ada-4a07211cfe02,2023-10-28,True
0.3,5.0,295.0,8.0,,-2.5,-95.0,983.3300555664815,,,29.29507522134405,10,2023,6.779660858374034e-05,alluvium,post_monsoon,597.35,marginal,9f8300be-882c-4c2f-9430-32b6af778440,3b9664bc-cdd3-4f31-b0a5-7a53c1df71a9,2023-10-29,True
,,,,,,,,,,32.202721757834254,10,2023,0.00021276595092802189,unknown,post_monsoon,1152.9948850272042,unsafe,a0fd51eb-0e1b-454f-8a6d-e36eeebdfcb2,648afa57-b7de-4aa7-bca6-e3a94e00b652,2023-10-29,True
,,,,,,,,,,32.83562833919818,11,2023,0.00021276595092802189,unknown,post_monsoon,942.7152084013894,marginal,4ffa57f8-347b-4bb6-ad7b-c1adbcaab0b3,6d1b25a8-250d-40a3-9dd4-5237b6f50249,2023-11-06,True
,,,,,,,,,,24.337108370314475,11,2023,0.00021276595092802189,unknown,post_monsoon,1000.0,marginal,a72a8efb-a6fc-4815-8135-8b3010dd556e,0c18dc08-01a0-44a0-b715-bfaf770d177c,2023-11-09,True
,,,,,,,,,,8.18038730422954,11,2023,0.00021276595092802189,unknown,post_monsoon,799.6310133676093,marginal,90dc3084-6462-45b7-9553-001b9910dc6e,f06aee42-9f30-4245-8f72-2074743ef54f,2023-11-11,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,62.16388523141609,11,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,791.4608374154409,marginal,72d2575f-19a0-4d4f-8de1-99f7e5d36743,8d116500-d331-4406-9973-b420d6ebba0a,2023-11-15,True
0.2,0.5,-100.0,3.0,,-2.5,240.0,-499.9975000124999,,,85.14379703683143,11,2023,-0.00019999999800000007,sandstone,post_monsoon,469.95,safe,585200ab-3e6d-474c-922c-136fe6c37454,014abaa9-0132-4461-ab41-a426d692213f,2023-11-17,True
,,,,,,,,,,53.3333190870368,11,2023,0.00021276595092802189,unknown,post_monsoon,299.65000000000003,safe,dd11e9dc-22d6-447d-8e69-803800910255,4cfee976-d0d6-4999-95e5-4b55243b6766,2023-11-17,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,52.81933117580928,11,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,892.45,marginal,5e33fd03-d6a6-4aa7-985d-718637a5d02b,de7d52e2-b0f7-4bf1-9e4b-16880c70e68f,2023-11-19,True
,,,,,,,,,,72.43228299827989,11,2023,0.00021276595092802189,unknown,post_monsoon,500.0,safe,537318cb-53ab-43d5-acf4-5b1df526c8bc,af00e720-4d60-406c-8ada-4a07211cfe02,2023-11-23,True
,,,,,,,,,,32.83562833919818,11,2023,0.00021276595092802189,unknown,post_monsoon,1437.8420230170896,unsafe,66497bcc-1470-40c3-bb7d-173be83cf6ac,6d1b25a8-250d-40a3-9dd4-5237b6f50249,2023-11-27,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,30.31385639904408,11,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,143.0,safe,8b36de2e-0982-4a71-aa3b-778607a588c6,9c6a565a-7405-480b-9ebf-1b7ffeca1538,2023-11-29,True
,,,,,,,,,,53.3333190870368,11,2023,0.00021276595092802189,unknown,post_monsoon,542.3985258083148,unsafe,14dcfc1e-6af5-4cb5-b6f0-9e486352114f,4cfee976-d0d6-4999-95e5-4b55243b6766,2023-11-29,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,60.655564365703285,11,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,500.0,safe,33af82e5-5141-4131-a8c4-f511375c818e,dc8d8cf3-fa1e-428b-9670-b0263fdd6d4f,2023-11-29,True
0.3,5.0,295.0,8.0,,-2.5,-95.0,983.3300555664815,,,15.875811164920265,12,2023,6.779660858374034e-05,alluvium,post_monsoon,178.1,safe,9ccd785e-57d2-4392-9c97-285653327923,ac175bfd-9072-4dcd-8f9f-c85af4212370,2023-12-05,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,98.97684893358196,12,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,513.5,marginal,504d5297-9c0a-4da6-8558-0110a5bfbce8,c3b9a71c-8b09-4dad-a497-9db74f001ca9,2023-12-05,True
,,,,,,,,,,71.9932268017031,12,2023,0.00021276595092802189,unknown,post_monsoon,869.734023388116,marginal,596340c2-cbd9-4e5a-babb-cb44bf80555f,8350e023-7e7e-4ef9-8e73-e302d92fe8f9,2023-12-13,True
0.02,0.02,-60.0,-0.75,,7.5,-17.5,-2999.850007499625,,,49.82900772298313,12,2023,-0.0003333333322222224,quartzite,post_monsoon,502.2457641356583,marginal,a2c7d763-9c50-418c-87c5-97b3740cc5cf,40815bc3-b3bf-42b7-88cc-ff751200abe1,2023-12-17,True
0.04,0.08,42.0,1.5,,7.5,-82.5,1049.9737506562335,,,41.63709602820576,12,2023,0.00047619045532879895,schist,post_monsoon,1159.9732775885566,unsafe,d2d964fb-3aca-4873-96f3-42b02bf7461e,a001fa42-2c20-409f-80b2-fb9f611716c2,2023-12-18,True
0.08,0.3,101.0,-0.5,,-2.5,127.5,1262.4842189472631,,,82.1254670540126,12,2023,0.00019801979605921005,basalt,post_monsoon,538.2,marginal,352ac8b4-1ddf-4539-b4bd-7a155583f4eb,11160c85-4116-4c83-8aad-49079aa7d43c,2023-12-19,True
0.04,0.1,-19.5,5.0,,-2.5,102.5,-487.48781280467983,,,42.17550132909616,12,2023,-0.001025641057725183,gneiss,post_monsoon,899.6,marginal,e5b418c3-fcdf-4430-952d-ba8cf9eb5eb7,f9fc23ed-5645-45b7-9493-a53be55867ac,2023-12-21,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,67.13206806996834,12,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,1000.0,marginal,5871dd2b-ca3e-46e0-997e-366f02efa515,c5dc8fff-3395-4801-aa4d-5e316daa9fed,2023-12-22,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,98.97684893358196,12,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,577.8713309645087,marginal,a03c0b22-2736-4b53-b86a-6349a7dca9c8,c3b9a71c-8b09-4dad-a497-9db74f001ca9,2023-12-24,True
0.3,5.0,295.0,8.0,,-2.5,-95.0,983.3300555664815,,,29.29507522134405,12,2023,6.779660858374034e-05,alluvium,post_monsoon,555.75,marginal,ddbea0a5-1b1e-4814-8873-df12768c4577,3b9664bc-cdd3-4f31-b0a5-7a53c1df71a9,2023-12-24,True
0.04,0.08,42.0,1.5,,7.5,-82.5,1049.9737506562335,,,85.05333737743736,12,2023,0.00047619045532879895,schist,post_monsoon,500.0,safe,bef78f02-bd29-4fcd-b576-19c923245664,57f43784-a3ab-4570-9f73-e4b5e41a7ea9,2023-12-27,True
,,,,,,,,,,31.99146959970369,12,2023,0.00021276595092802189,unknown,post_monsoon,682.5,marginal,a7bc4737-1911-4bed-ac95-926f4be0f7cc,b68032a7-dee2-4d72-9244-e05b32255bb4,2023-12-28,True
0.04,0.1,-19.5,5.0,,-2.5,102.5,-487.48781280467983,,,73.03270930637572,1,2024,-0.001025641057725183,gneiss,post_monsoon,500.0,safe,5b934deb-9f7f-4385-be8d-a688b35ce500,30d869d0-7e96-4659-b910-759981d4db2e,2024-01-03,True
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,60.655564365703285,1,2024,0.00021276595092802189,basement_gneissic_complex,post_monsoon,500.0,safe,4f40de3d-0b26-414e-9b8d-09fbece0905b,dc8d8cf3-fa1e-428b-9670-b0263fdd6d4f,2024-01-04,True
,,,,,,,,,,108.05336673962746,1,2024,0.00021276595092802189,unknown,post_monsoon,603.984080499931,marginal,6923ac09-2f95-4108-a50b-d48e5d1ce07d,7110913b-77b7-43c8-8d81-432d09359a34,2024-01-09,True
,,,,,,,,,,66.59990051915295,1,2024,0.00021276595092802189,unknown,post_monsoon,710.45,marginal,4d3138c1-c364-49a8-9235-2af5a9ccc535,8c390bb5-891f-4864-8818-105b845a14b9,2024-01-12,True
