ph,ec_us_cm,tds_mg_l,uranium_ppb,nitrate_mg_l,fluoride_mg_l,chloride_mg_l,sulphate_mg_l,total_hardness,calcium_mg_l,magnesium_mg_l,sodium_mg_l,potassium_mg_l,bicarbonate_mg_l,carbonate_mg_l,phosphate_mg_l,arsenic_ppb,iron_ppm,do_mg_l,turbidity_ntu,sampled_at,well_index,well_name,latitude,longitude,synthetic
7.97,170.0,110.5,0.46,6.0,0.08,14.0,7.0,60.0,14.0,5.0,3.0,0.0,43.0,0.0,0.0,3.422740828643339,0.39996505443660635,6.371792977048618,4.438361872921771,2023-03-13T00:00:00+00:00,31,SYN-WELL-0031,23.372354015040244,87.79892025581908,True
7.92,395.0,261.3,10.01,30.0,0.45,36.0,14.0,95.0,24.0,9.0,25.0,11.0,104.0,0.0,0.0,12.740133105497577,0.0,5.892043939195865,0.9462831709257817,2025-06-23T00:00:00+00:00,29,SYN-WELL-0029,24.693643731872445,86.47617763257742,True
7.82,879.0,733.7319900381799,0.77,40.0,0.0,82.0,93.0,350.0,90.0,23.0,49.0,10.0,256.0,0.0,0.14,0.0,1.5512253202113082,5.595658020027124,2.6134403965962263,2024-01-13T00:00:00+00:00,12,SYN-WELL-0012,23.92832637268416,86.29397280837509,True
7.66,582.0,374.40000000000003,0.08,11.0,0.34,39.0,18.0,195.0,56.0,11.0,40.0,10.0,299.0,0.0,0.0,2.7229671374459783,0.7952982633758876,7.015303125584963,5.393359563332089,2024-03-11T00:00:00+00:00,49,SYN-WELL-0049,25.3166418259233,83.94984904878329,True
8.14,285.0,500.0,0.0,25.0,0.09,43.0,4.0,115.0,28.0,9.0,12.0,3.0,122.0,0.0,0.04,5.990433910333238,1.7061941198674382,6.69355602355923,0.0,2025-02-24T00:00:00+00:00,12,SYN-WELL-0012,23.92832637268416,86.29397280837509,True
7.97,1688.7176217589522,930.6529152967897,32.49455076693483,8.0,0.69,36.0,10.0,135.0,36.0,9.0,19.0,12.0,79.0,0.0,0.0,5.107051322336682,0.3379440216453864,5.875008260420788,1.2100032960751808,2023-09-28T00:00:00+00:00,46,SYN-WELL-0046,23.216344136936865,85.10177446249031,True
7.93,2606.391296023311,1697.323651288783,31.50074561769746,25.0,0.61,163.0,62.0,485.0,68.0,79.0,109.0,5.0,586.0,0.0,0.0,13.394622852726485,0.06584702639202367,4.151227454013801,9.239572297800997,2023-06-21T00:00:00+00:00,49,SYN-WELL-0049,25.3166418259233,83.94984904878329,True
7.56,1966.1008182838289,1392.409479447589,53.94770563201687,28.0,0.32,135.0,5.0,310.0,48.0,33.0,75.0,20.0,317.0,0.0,0.05,6.690842860439391,1.6808909301451196,6.09400584998725,0.0,2025-11-21T00:00:00+00:00,25,SYN-WELL-0025,22.934843622076986,84.20506999151165,True
8.01,2758.956716933318,1238.7974360456114,41.849377536544466,4.0,0.47,131.0,78.0,450.0,114.0,35.0,46.0,3.0,378.0,0.0,0.12,11.966637373085316,0.045358182088210464,5.27938571435745,0.5039004029538283,2024-01-17T00:00:00+00:00,43,SYN-WELL-0043,23.283574291337686,84.75250488242649,True
8.04,564.0,362.05,13.16,0.0,0.85,28.0,39.0,150.0,42.0,9.0,45.0,11.0,293.0,0.0,0.0,1.8399498561405316,0.3251955846076127,4.845139359578864,3.552774623925762,2023-07-05T00:00:00+00:00,35,SYN-WELL-0035,22.265167512714747,84.18104181974192,True
7.32,785.0,716.3614742563076,0.11,29.0,0.6,60.0,39.0,355.0,66.0,41.0,21.0,6.0,305.0,0.0,0.05,0.0,0.9540331873481203,10.221796754938921,4.632569038018836,2025-01-25T00:00:00+00:00,36,SYN-WELL-0036,24.478257727087573,83.90413499980994,True
7.74,1780.0,1000.0,0.0,39.0,0.49,238.0,101.0,475.0,78.0,75.0,173.0,13.0,549.0,0.0,0.0,2.6456608418821874,0.0,2.629707646125911,0.999983815202111,2023-08-26T00:00:00+00:00,3,SYN-WELL-0003,24.276977998072113,86.54276133512604,True
7.56,635.0,414.05,0.3,5.0,0.23,135.0,11.0,120.0,42.0,9.0,75.0,5.0,146.0,0.0,0.11,0.0,0.947906279355555,7.12532314630347,3.8078575330078217,2025-04-29T00:00:00+00:00,6,SYN-WELL-0006,23.55620521438419,86.83929961425514,True
7.57,597.0,729.8758797305097,1.38,23.0,0.15,82.0,26.0,150.0,30.0,16.0,73.0,5.0,134.0,0.0,0.08,6.901070177260571,0.8583429463152219,3.847192300343105,5.931758134957758,2023-03-19T00:00:00+00:00,3,SYN-WELL-0003,24.276977998072113,86.54276133512604,True
7.71,576.0,373.1,11.83,18.0,0.8,71.0,26.0,170.0,28.0,29.0,62.0,11.0,177.0,0.0,0.05,1.684731323468526,1.3385277226264827,5.6361518808181135,11.34580729505459,2024-07-21T00:00:00+00:00,1,SYN-WELL-0001,21.975767944128517,85.34078474484704,True
8.05,1231.0,822.25,9.1,31.0,0.09,110.0,94.0,390.0,74.0,38.0,78.0,7.0,427.0,0.0,0.0,0.0,1.0730311521070988,10.023457534362333,2.995022482260876,2024-03-17T00:00:00+00:00,41,SYN-WELL-0041,24.387121312772074,87.17195361166894,True
7.85,2415.2357560099676,966.9326836668414,55.59704583099741,23.0,0.17,36.0,59.0,300.0,62.0,27.0,34.0,3.0,220.0,0.0,0.0,6.99195045772601,1.3599848470142997,3.667735809316687,3.3348107386377492,2025-11-13T00:00:00+00:00,8,SYN-WELL-0008,22.4392894934468,83.89572839194129,True
7.98,261.0,500.0,0.18,0.0,0.1,18.0,6.0,120.0,16.0,13.0,5.0,0.0,110.0,0.0,0.0,0.0,0.37270466964411286,4.097029221310926,9.609809383918043,2024-07-24T00:00:00+00:00,0,SYN-WELL-0000,22.64967870866288,86.89889562578523,True
7.69,2180.233386574216,681.6934736772664,44.474115788895176,4.0,0.16,21.0,8.0,190.0,38.0,28.0,9.0,2.0,183.0,0.0,0.0,8.623013283134767,0.0,5.36847527312712,1.303336566807619,2025-10-10T00:00:00+00:00,46,SYN-WELL-0046,23.216344136936865,85.10177446249031,True
7.79,1845.2914777975143,1050.5148955243503,59.61547746402069,45.0,0.22,206.0,35.0,215.0,56.0,13.0,75.0,1.0,73.0,0.0,0.0,1.1299756690518352,1.9269897898583535,3.875009476263549,0.0,2023-09-30T00:00:00+00:00,13,SYN-WELL-0013,24.62749600095609,87.12584150170936,True
7.6,1819.0,1182.3500000000001,2.65,44.0,1.13,178.0,155.0,660.0,136.0,81.0,95.0,21.0,525.0,0.0,0.0,10.954578664565105,0.0,6.991301431692542,4.50099590263585,2024-06-02T00:00:00+00:00,40,SYN-WELL-0040,22.483092359496087,85.33275642275633,True
7.73,2731.276289709949,1161.708846909432,30.1519266196649,9.0,0.71,64.0,82.0,285.0,42.0,34.0,68.0,20.0,256.0,0.0,0.0,1.6435745306225966,0.0,4.437847015086069,7.80470010035166,2025-06-10T00:00:00+00:00,48,SYN-WELL-0048,22.363020657421803,86.47360409348364,True
7.64,501.0,532.892867086139,0.36,44.0,0.34,71.0,23.0,170.0,26.0,23.0,30.0,5.0,128.0,0.0,0.0,7.791457999347545,0.8455896283561819,6.577217352268807,4.944188540798741,2023-06-25T00:00:00+00:00,26,SYN-WELL-0026,22.97757815218339,85.47025266733071,True
8.05,1148.0,752.7,0.36,44.0,1.63,92.0,60.0,435.0,98.0,46.0,66.0,4.0,342.0,0.0,0.04,5.077374242637435,1.5874902337241448,3.0074595627598755,3.111937369811017,2025-10-12T00:00:00+00:00,46,SYN-WELL-0046,23.216344136936865,85.10177446249031,True
7.8,661.0,582.2669860516623,5.21,10.0,0.61,46.0,75.0,255.0,88.0,21.0,21.0,3.0,165.0,0.0,0.08,8.46341124228692,0.5826855921399156,2.1477032961223945,0.0,2025-04-26T00:00:00+00:00,48,SYN-WELL-0048,22.363020657421803,86.47360409348364,True
7.92,2459.1690473124377,978.2513839029497,41.707843326329936,15.0,0.61,89.0,34.0,295.0,50.0,35.0,60.0,19.0,244.0,0.0,0.0,4.659681352885764,1.1495125897915441,4.987827037884511,3.2665230189265073,2025-01-11T00:00:00+00:00,7,SYN-WELL-0007,23.940594185835128,86.95519901953784,True
8.01,573.0,640.640948412522,0.0,35.0,0.47,121.0,44.0,195.0,40.0,16.0,55.0,5.0,85.0,0.0,0.0,0.0,0.0,2.576685891532329,8.432619705265346,2023-09-24T00:00:00+00:00,7,SYN-WELL-0007,23.940594185835128,86.95519901953784,True
7.69,1148.0,733.85,17.75,4.0,0.21,124.0,88.0,480.0,102.0,28.0,36.0,26.0,378.0,0.0,0.0,10.052761235452792,0.10031852647320405,8.13288404297781,0.0,2025-06-14T00:00:00+00:00,18,SYN-WELL-0018,22.05786242098779,87.1484849497655,True
7.95,878.0,571.35,6.71,1.0,0.32,114.0,33.0,260.0,84.0,13.0,47.0,1.0,262.0,0.0,0.0,3.4739024652525563,0.0,2.646353717109004,2.5210113047869145,2025-07-11T00:00:00+00:00,27,SYN-WELL-0027,24.266707801544133,83.50368751091061,True
7.62,712.0,469.95,0.0,13.0,0.22,82.0,32.0,215.0,40.0,24.0,42.0,0.0,250.0,0.0,0.0,8.737096464128879,0.9962876707600619,3.5321639621927443,1.950061071366557,2023-11-17T00:00:00+00:00,39,SYN-WELL-0039,23.703656712861772,86.41463507527368,True
8.05,959.0,618.8000000000001,3.01,42.0,0.81,46.0,25.0,270.0,26.0,53.0,83.0,2.0,348.0,0.0,0.0,8.14147886121314,0.0,6.144515793854299,0.7091817174490189,2024-10-04T00:00:00+00:00,9,SYN-WELL-0009,22.350855257375905,85.39429461121439,True
7.81,467.0,589.3417023984282,1.28,4.0,0.53,43.0,13.0,150.0,16.0,34.0,22.0,2.0,177.0,0.0,0.0,0.0,0.0,4.34454488988839,4.491692018076023,2023-03-08T00:00:00+00:00,9,SYN-WELL-0009,22.350855257375905,85.39429461121439,True
7.81,1488.0,1000.0,4.36,7.0,0.5,178.0,103.0,615.0,146.0,63.0,66.0,45.0,506.0,0.0,0.15,0.0,0.809817643472982,2.666901654238313,5.273220965024031,2024-03-07T00:00:00+00:00,15,SYN-WELL-0015,23.887527902302985,84.3566600562992,True
7.99,1285.0,952.4194239841311,15.93,9.0,0.23,85.0,120.0,305.0,96.0,21.0,167.0,9.0,482.0,0.0,0.0,7.932130608694024,1.1932770464124107,9.071935488129528,5.231307619173747,2023-06-14T00:00:00+00:00,13,SYN-WELL-0013,24.62749600095609,87.12584150170936,True
7.82,785.0,804.8524881943391,0.51,32.0,0.15,78.0,53.0,255.0,64.0,21.0,41.0,10.0,238.0,0.0,0.0,2.180505823536917,0.3387223242395484,3.5970591543127672,0.0,2024-09-01T00:00:00+00:00,47,SYN-WELL-0047,22.25677471760635,84.64072568327563,True
7.79,453.0,294.45,0.61,7.0,0.62,32.0,53.0,185.0,34.0,19.0,14.0,3.0,140.0,0.0,0.0,9.618575676798983,0.8491207528759568,5.046735946506212,0.0,2024-08-23T00:00:00+00:00,19,SYN-WELL-0019,23.478510862313268,86.2372394559176,True
7.77,1033.0180654023293,598.3332145024957,63.15338511058234,4.0,0.11,18.0,3.0,55.0,6.0,9.0,5.0,0.0,18.0,0.0,0.0,2.9307943428218604,0.8264517168111645,5.023453463809146,4.549553746122914,2024-08-06T00:00:00+00:00,43,SYN-WELL-0043,23.283574291337686,84.75250488242649,True
8.08,1095.0,991.7410288282349,4.06,26.0,0.69,85.0,37.0,360.0,66.0,44.0,110.0,5.0,403.0,0.0,0.0,10.14045866468973,0.29920119839026954,6.678556473539841,1.4763238340693925,2025-01-11T00:00:00+00:00,2,SYN-WELL-0002,24.704235321257485,87.29248032758792,True
7.84,785.0,515.45,0.0,4.0,0.85,64.0,30.0,215.0,40.0,28.0,95.0,7.0,336.0,0.0,0.0,6.5398269052546105,0.0,6.232234429207907,10.853249518747143,2025-10-09T00:00:00+00:00,5,SYN-WELL-0005,24.682551608576887,87.83664393511091,True
7.44,692.0,739.2550249535382,0.0,5.0,0.0,97.0,16.0,245.0,100.0,6.0,24.0,9.0,244.0,0.0,0.0,5.727849962284891,0.8454239848192497,3.91175813208419,11.038038784059784,2023-08-04T00:00:00+00:00,40,SYN-WELL-0040,22.483092359496087,85.33275642275633,True
7.46,1621.0,1000.0,8.46,44.0,0.49,199.0,37.0,560.0,144.0,44.0,91.0,29.0,543.0,0.0,0.05,1.7559328075583536,0.8791669835425578,4.813511008602048,11.46275917758416,2023-08-23T00:00:00+00:00,12,SYN-WELL-0012,23.92832637268416,86.29397280837509,True
7.64,932.0,605.8000000000001,0.3,41.0,1.03,128.0,80.0,310.0,78.0,26.0,59.0,10.0,226.0,0.0,0.0,5.3945656843691,1.0758170821631812,4.991539619624732,0.0,2023-08-24T00:00:00+00:00,4,SYN-WELL-0004,24.418078825192172,83.73792466767758,True
7.34,679.0,429.65000000000003,0.56,7.0,0.19,67.0,47.0,295.0,122.0,12.0,21.0,1.0,250.0,0.0,0.0,11.157116289716257,0.6684464968552282,6.748127096757412,5.777476346968374,2025-10-13T00:00:00+00:00,29,SYN-WELL-0029,24.693643731872445,86.47617763257742,True
6.53,737.0,478.40000000000003,2.14,3.0,0.06,82.0,69.0,230.0,96.0,12.0,69.0,4.0,238.0,0.0,0.05,3.6747072480200815,0.0,3.297020553254518,6.983810069005936,2023-04-12T00:00:00+00:00,7,SYN-WELL-0007,23.940594185835128,86.95519901953784,True
7.82,2574.803911447826,1600.3760576307527,32.89005811655072,10.0,0.57,103.0,95.0,615.0,196.0,66.0,31.0,2.0,476.0,0.0,0.12,7.187046662103132,0.933238112958426,9.032599002160408,6.533416934177609,2023-02-04T00:00:00+00:00,3,SYN-WELL-0003,24.276977998072113,86.54276133512604,True
7.94,1223.0,960.4580034859325,14.24,25.0,0.36,149.0,97.0,480.0,102.0,62.0,62.0,3.0,366.0,0.0,0.0,4.278160457498236,0.44903324384016113,4.033469902573001,2.0824082232245655,2023-06-25T00:00:00+00:00,20,SYN-WELL-0020,22.701046354868353,86.82510799139699,True
7.69,1771.0,1000.0,5.84,99.0,0.61,430.0,98.0,820.0,98.0,130.0,124.0,26.0,439.0,0.0,0.0,4.747624256472531,0.11208378897365989,5.384251085838132,8.616659611861305,2025-04-22T00:00:00+00:00,27,SYN-WELL-0027,24.266707801544133,83.50368751091061,True
6.81,1321.0,856.0500000000001,0.41,4.0,0.24,149.0,37.0,460.0,82.0,56.0,72.0,23.0,500.0,0.0,0.16,14.340464541629792,0.24375491396440147,3.312019008552165,3.501899945466091,2024-09-26T00:00:00+00:00,26,SYN-WELL-0026,22.97757815218339,85.47025266733071,True
7.99,732.0,464.75,0.0,28.0,0.75,60.0,27.0,310.0,36.0,50.0,21.0,11.0,220.0,0.0,0.14,11.210380186237307,0.0,3.06331377904689,4.0124244997417575,2025-10-04T00:00:00+00:00,29,SYN-WELL-0029,24.693643731872445,86.47617763257742,True
7.75,828.0,553.15,0.78,8.0,0.34,146.0,42.0,190.0,68.0,7.0,69.0,2.0,238.0,0.0,0.0,4.47642289117431,1.0721906451981003,3.826028863660277,0.0,2023-08-12T00:00:00+00:00,1,SYN-WELL-0001,21.975767944128517,85.34078474484704,True
8.11,1118.0,726.7,11.32,23.0,0.61,146.0,60.0,300.0,80.0,28.0,112.0,7.0,329.0,0.0,0.0,5.2867245276162045,0.0,3.6530582082043415,6.079059878291955,2024-03-07T00:00:00+00:00,14,SYN-WELL-0014,24.171514120002065,85.36187602454709,True
8.11,627.0,592.3018565209295,2.51,4.0,0.7,39.0,30.0,255.0,82.0,22.0,29.0,2.0,268.0,0.0,0.0,0.0,0.0,4.654337356521306,2.4583531457103565,2024-08-31T00:00:00+00:00,17,SYN-WELL-0017,23.013825343219143,83.59675024088442,True
7.66,312.0,500.0,0.0,32.0,0.32,46.0,6.0,140.0,38.0,9.0,18.0,4.0,67.0,0.0,0.03,2.962170722410281,0.21985898072981372,3.6378629482252673,5.3591154484021,2023-03-22T00:00:00+00:00,14,SYN-WELL-0014,24.171514120002065,85.36187602454709,True
7.69,285.0,185.25,0.0,8.0,0.3,28.0,19.0,155.0,20.0,19.0,8.0,0.0,67.0,0.0,0.0,5.85638672529169,1.5796255937672996,6.651994358329578,4.440454799218473,2025-10-02T00:00:00+00:00,27,SYN-WELL-0027,24.266707801544133,83.50368751091061,True
8.12,2277.980900784531,1061.3742529461927,41.55025726528952,29.0,0.26,92.0,24.0,300.0,62.0,29.0,21.0,5.0,146.0,0.0,0.15,9.103681537414769,1.187996384364994,3.9906289884269253,4.223746306655084,2025-05-31T00:00:00+00:00,11,SYN-WELL-0011,23.598836721500962,87.609457198146,True
7.85,195.0,500.0,0.0,3.0,0.17,21.0,5.0,60.0,14.0,5.0,16.0,0.0,55.0,0.0,0.09,8.495325381465513,0.0,3.7911321117865526,3.3171457101332633,2023-06-07T00:00:00+00:00,31,SYN-WELL-0031,23.372354015040244,87.79892025581908,True
7.6,2441.0064101810794,893.4776357557503,44.95179407605753,9.0,0.45,78.0,42.0,200.0,48.0,17.0,38.0,6.0,134.0,0.0,0.0,0.0,1.3959429621267403,4.692656044588917,6.646398938641816,2025-07-11T00:00:00+00:00,46,SYN-WELL-0046,23.216344136936865,85.10177446249031,True
7.39,824.0,538.2,8.39,31.0,0.0,138.0,62.0,225.0,22.0,35.0,90.0,7.0,165.0,0.0,0.0,9.861896384071787,1.3945941518885787,7.187109981653331,2.7044298524597354,2024-05-06T00:00:00+00:00,33,SYN-WELL-0033,22.534405219676962,85.02263763306215,True
7.99,351.0,500.0,5.26,44.0,0.36,21.0,31.0,140.0,36.0,9.0,31.0,1.0,79.0,0.0,0.0,3.4673579237346828,0.0,5.786777112498719,0.0,2024-01-04T00:00:00+00:00,19,SYN-WELL-0019,23.478510862313268,86.2372394559176,True
7.77,2360.136073615017,1091.5321669899486,25.579754426081674,1.0,0.13,36.0,10.0,300.0,40.0,43.0,11.0,2.0,329.0,0.0,0.0,0.0,0.0,5.220558846202555,5.775822425495736,2025-11-02T00:00:00+00:00,21,SYN-WELL-0021,23.379850253036224,84.94854575180389,True
8.1,382.0,250.25,0.0,11.0,0.32,21.0,8.0,150.0,22.0,28.0,15.0,2.0,171.0,0.0,0.0,12.01830842459153,0.3994448643569303,2.820519414056378,0.2639779003534457,2024-07-21T00:00:00+00:00,29,SYN-WELL-0029,24.693643731872445,86.47617763257742,True
8.03,673.0,734.008642319535,0.0,4.0,0.19,85.0,84.0,190.0,44.0,24.0,35.0,9.0,85.0,0.0,0.0,12.779673980427717,1.2356970865098753,3.3431247722453232,0.0,2023-09-06T00:00:00+00:00,36,SYN-WELL-0036,24.478257727087573,83.90413499980994,True
7.29,870.0,571.35,0.0,8.0,0.11,114.0,64.0,260.0,80.0,23.0,47.0,7.0,268.0,0.0,0.0,5.582481894043962,1.5638833788601414,3.098862107928678,0.0,2025-06-05T00:00:00+00:00,15,SYN-WELL-0015,23.887527902302985,84.3566600562992,True
8.05,824.0,662.8434291095472,7.43,36.0,0.41,92.0,48.0,325.0,82.0,24.0,42.0,3.0,226.0,0.0,0.0,8.25276161143141,0.0,7.752332202610225,4.633329517427684,2025-02-22T00:00:00+00:00,1,SYN-WELL-0001,21.975767944128517,85.34078474484704,True
7.69,431.0,280.15000000000003,0.0,0.0,0.18,28.0,55.0,145.0,36.0,13.0,16.0,0.0,134.0,0.0,0.0,8.604695252466591,1.6763853732640757,6.3550136216369655,3.1139247876205998,2023-07-30T00:00:00+00:00,35,SYN-WELL-0035,22.265167512714747,84.18104181974192,True
7.7,1536.8178264990574,1009.5400324858679,39.80707640445081,34.0,0.0,53.0,37.0,370.0,136.0,16.0,5.0,3.0,189.0,0.0,0.11,12.374632916873507,0.0,3.849083083936451,0.0,2025-01-11T00:00:00+00:00,33,SYN-WELL-0033,22.534405219676962,85.02263763306215,True
7.59,576.0,372.45,0.0,8.0,0.49,18.0,53.0,180.0,72.0,9.0,51.0,2.0,281.0,0.0,0.0,8.368411152590351,0.19236457031949872,4.384131041113821,1.9653762277893216,2024-11-19T00:00:00+00:00,5,SYN-WELL-0005,24.682551608576887,87.83664393511091,True
7.69,2582.999912682813,1152.9948850272042,45.136099749584055,23.0,1.43,78.0,80.0,375.0,64.0,50.0,45.0,3.0,378.0,0.0,0.0,0.0,0.15795253154897698,3.914477682772799,8.176924899899058,2023-10-29T00:00:00+00:00,31,SYN-WELL-0031,23.372354015040244,87.79892025581908,True
7.67,2614.4286765886973,1314.4142885012936,57.986883075964585,21.0,0.4,78.0,10.0,240.0,36.0,29.0,40.0,2.0,317.0,0.0,0.0,16.058846493826767,1.256635917447012,3.805449810514725,1.6948173162664848,2024-04-16T00:00:00+00:00,3,SYN-WELL-0003,24.276977998072113,86.54276133512604,True
7.93,625.0,755.1329685948856,0.32,2.0,0.54,64.0,8.0,350.0,68.0,30.0,20.0,2.0,256.0,0.0,0.0,10.393941336880257,1.3588117261578458,6.228541856189126,2.83809378628963,2025-07-08T00:00:00+00:00,32,SYN-WELL-0032,24.79907134633112,84.8150879153424,True
7.92,418.0,553.4178650355536,0.0,8.0,0.36,78.0,40.0,155.0,74.0,5.0,28.0,11.0,67.0,0.0,0.16,0.9428547683634121,1.1179565588033766,4.882434802588237,7.671965749308611,2023-07-10T00:00:00+00:00,37,SYN-WELL-0037,23.566570305879857,85.51202790695059,True
7.91,1129.0,884.3149489140444,3.43,10.0,1.36,131.0,95.0,405.0,120.0,29.0,69.0,4.0,323.0,0.0,0.09,0.0,0.0,9.146101939735434,6.6819570328181435,2025-03-01T00:00:00+00:00,0,SYN-WELL-0000,22.64967870866288,86.89889562578523,True
7.18,643.0,417.95,0.7,36.0,0.11,128.0,24.0,215.0,42.0,16.0,21.0,8.0,183.0,0.0,0.0,7.028880582424502,1.0538333222592453,7.650647684130597,7.587004350606844,2025-06-29T00:00:00+00:00,36,SYN-WELL-0036,24.478257727087573,83.90413499980994,True
7.44,2101.331552907114,1657.477409521835,32.72013899887455,28.0,1.1,146.0,81.0,375.0,156.0,16.0,90.0,12.0,329.0,0.0,0.05,2.3304397697945247,0.8063293780154442,7.7570646128401,0.0,2025-10-22T00:00:00+00:00,6,SYN-WELL-0006,23.55620521438419,86.83929961425514,True
8.01,1918.0,1000.0,0.32,30.0,1.03,291.0,76.0,535.0,102.0,94.0,276.0,9.0,519.0,0.0,0.0,5.979972123993755,0.0,6.6084425549066275,10.434092153768443,2023-12-22T00:00:00+00:00,13,SYN-WELL-0013,24.62749600095609,87.12584150170936,True
7.56,478.0,313.3,1.0,1.0,0.16,43.0,56.0,155.0,28.0,18.0,40.0,1.0,165.0,0.0,0.0,8.46044104766958,0.0,4.63921367308706,6.045601741711716,2023-10-19T00:00:00+00:00,35,SYN-WELL-0035,22.265167512714747,84.18104181974192,True
8.12,2698.6255578817777,1554.718869051233,51.00531293444458,45.0,1.63,163.0,23.0,430.0,66.0,75.0,96.0,10.0,384.0,0.0,0.09,0.6013486720192276,1.1765925030145432,6.476023592153251,13.3459056560966,2025-10-20T00:00:00+00:00,17,SYN-WELL-0017,23.013825343219143,83.59675024088442,True
7.91,3273.360252709244,1698.3763801387815,47.7565827544817,5.0,0.95,174.0,50.0,615.0,134.0,94.0,85.0,9.0,567.0,0.0,0.14,0.0,0.32393048931452884,4.772101149848416,0.37069587690286454,2024-05-21T00:00:00+00:00,48,SYN-WELL-0048,22.363020657421803,86.47360409348364,True
8.01,831.0,535.6,0.77,10.0,0.81,53.0,26.0,335.0,120.0,13.0,40.0,3.0,299.0,0.0,0.12,6.314910807231869,0.0,8.334496891311053,0.0,2024-09-14T00:00:00+00:00,47,SYN-WELL-0047,22.25677471760635,84.64072568327563,True
8.06,2056.309600467194,717.0604720729966,44.915999152443405,21.0,0.29,36.0,5.0,140.0,24.0,17.0,38.0,0.0,128.0,0.0,0.0,0.7996728683381589,0.304279649903862,6.127702889489857,3.5288738269007056,2024-07-15T00:00:00+00:00,49,SYN-WELL-0049,25.3166418259233,83.94984904878329,True
8.12,1086.0,705.9,0.0,23.0,0.41,99.0,26.0,315.0,102.0,16.0,79.0,6.0,336.0,0.0,0.2,4.876574714394389,0.7048287567792418,5.872248645485428,2.3985106809713566,2024-07-17T00:00:00+00:00,5,SYN-WELL-0005,24.682551608576887,87.83664393511091,True
7.46,1478.0,960.7,0.65,4.0,0.69,97.0,80.0,550.0,120.0,66.0,86.0,7.0,580.0,0.0,0.0,0.0,0.39200421133271707,5.6287307923731165,6.114655934459285,2024-11-14T00:00:00+00:00,8,SYN-WELL-0008,22.4392894934468,83.89572839194129,True
7.78,179.0,116.35000000000001,0.0,5.0,0.08,14.0,5.0,60.0,10.0,5.0,7.0,6.0,55.0,0.0,0.0,2.4869036531521744,0.0,8.532479569249546,7.799713378345423,2024-04-08T00:00:00+00:00,9,SYN-WELL-0009,22.350855257375905,85.39429461121439,True
7.54,2394.415332557243,898.5857714330161,49.661925073102324,42.0,0.74,64.0,44.0,155.0,56.0,13.0,80.0,11.0,183.0,0.0,0.05,8.28971134623998,1.7698898324948769,2.819249399093786,3.150823420482012,2024-03-05T00:00:00+00:00,29,SYN-WELL-0029,24.693643731872445,86.47617763257742,True
7.97,1699.0,1000.0,7.35,18.0,0.69,195.0,103.0,485.0,98.0,63.0,136.0,1.0,439.0,0.0,0.0,7.635595045880781,1.1529525782915244,8.708918089803708,2.537167816749097,2024-03-14T00:00:00+00:00,21,SYN-WELL-0021,23.379850253036224,84.94854575180389,True
7.93,1836.9955828364841,848.314801189647,28.803564427131047,43.0,0.32,46.0,6.0,195.0,30.0,22.0,18.0,3.0,146.0,0.0,0.0,0.0,0.21523578382857295,5.064923146582553,5.590879278064509,2024-12-19T00:00:00+00:00,37,SYN-WELL-0037,23.566570305879857,85.51202790695059,True
7.44,1768.0318988570837,672.3511838408627,24.315657079732176,8.0,0.08,39.0,4.0,140.0,22.0,19.0,3.0,2.0,49.0,0.0,0.0,0.0,0.2434337408683987,2.8689318435318283,2.4746853372300093,2025-06-14T00:00:00+00:00,14,SYN-WELL-0014,24.171514120002065,85.36187602454709,True
7.55,609.0,395.85,1.59,44.0,0.61,36.0,78.0,260.0,64.0,26.0,20.0,8.0,153.0,0.0,0.0,4.094582138510753,0.7016411762992232,4.046022483042499,2.14007159641285,2024-08-30T00:00:00+00:00,9,SYN-WELL-0009,22.350855257375905,85.39429461121439,True
8.12,625.0,656.6047172588667,0.0,8.0,0.0,36.0,62.0,220.0,80.0,21.0,16.0,1.0,226.0,0.0,0.0,7.366196782116454,0.0,2.428546927097551,7.648539754701144,2025-01-11T00:00:00+00:00,32,SYN-WELL-0032,24.79907134633112,84.8150879153424,True
7.79,985.0,638.3000000000001,12.36,5.0,0.57,39.0,94.0,345.0,62.0,35.0,37.0,4.0,409.0,0.0,0.0,6.431050841155306,0.6758735055758781,6.576582142054153,8.53911142761429,2024-03-28T00:00:00+00:00,30,SYN-WELL-0030,24.275097391145856,86.76314402497135,True
7.53,959.0,605.8000000000001,5.26,2.0,0.69,99.0,53.0,320.0,74.0,29.0,38.0,10.0,372.0,0.0,0.0,0.9270409338321404,0.0,3.5310726893762654,7.835864975452375,2025-04-27T00:00:00+00:00,34,SYN-WELL-0034,22.02949225596851,85.4834345224325,True
7.32,1015.0,658.45,6.64,33.0,0.55,67.0,96.0,450.0,118.0,29.0,20.0,0.0,281.0,0.0,0.22,5.78694665491962,0.4006260482083838,5.70360179916846,2.8270811490978978,2024-03-07T00:00:00+00:00,15,SYN-WELL-0015,23.887527902302985,84.3566600562992,True
7.92,2982.8476863135465,1620.3910413604804,36.48299868828403,44.0,0.11,174.0,88.0,305.0,76.0,27.0,110.0,4.0,201.0,0.0,0.3,13.014132827655969,0.0,7.441590654298526,0.0,2024-04-06T00:00:00+00:00,26,SYN-WELL-0026,22.97757815218339,85.47025266733071,True
